Gene Symbol	SO:0001619|non-coding_transcript_variant	SO:0001575|splice_donor_variant	SO:0001822|inframe_deletion	SO:0001587|nonsense	SO:0001627|intron_variant	SO:0001819|synonymous_variant	SO:0001582|initiator_codon_variant	SO:0002073|no_sequence_alteration	SO:0002153|genic_upstream_transcript_variant	SO:0001589|frameshift_variant	SO:0001623|5_prime_UTR_variant	SO:0002152|genic_downstream_transcript_variant	SO:0001820|inframe_indel	SO:0001578|stop_lost	SO:0001821|inframe_insertion	SO:0001624|3_prime_UTR_variant	SO:0001574|splice_acceptor_variant	SO:0001583|missense_variant
NECTIN3	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	1	0	1
NECTIN1	0	0	2	0	136	10	1	0	0	0	0	0	0	0	2	104	0	19
CCDC62	25	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	23
ISCA2	0	0	0	0	4	4	0	0	0	2	0	0	0	1	0	18	0	17
FAM89B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
FAM89A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CBLC	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CBLB	45	0	0	1	6	2	0	0	0	0	12	0	0	0	1	0	0	41
CSN2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
FLAD1	0	1	1	0	27	11	1	0	0	2	28	0	0	0	0	16	0	42
TBC1D10C	18	0	0	0	3	3	0	0	0	0	6	0	0	0	0	2	0	18
PCLAF	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C20orf202	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
MAGEA6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MAGEA3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
TBC1D10B	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
METTL1	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	3	0	11
HSD11B1L	0	0	0	0	4	3	0	0	0	0	4	0	0	0	0	7	0	13
UHMK1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	6
POR	1	0	2	0	19	6	0	0	0	2	2	0	2	0	0	1	0	9
CYP2U1	27	0	1	1	0	9	2	0	0	2	0	0	0	0	0	0	0	16
KATNAL2	56	0	0	1	23	15	0	0	0	1	2	0	0	0	0	0	0	61
SUCLG1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
NSMF	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	8
NBL1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1
BLZF1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
CASZ1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0
MAGED1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DCUN1D4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	5
HNRNPLL	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TRPM1	0	1	0	1	5	1	3	0	1	0	3	1	0	0	0	1	0	5
TRPM2	114	0	1	3	6	14	0	1	0	0	6	0	0	0	0	1	0	94
ZNHIT3	20	0	0	0	6	4	0	0	0	1	0	0	0	0	0	11	0	17
ZNHIT6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MAGEC3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	6
TRPM7	62	0	0	1	0	6	0	0	0	0	0	0	0	0	0	1	0	54
MAGEC1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TRPM8	0	0	0	0	6	0	0	0	0	0	12	0	0	0	0	0	0	13
TRPM6	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	2
RALGDS	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	5
TRPM3	14	0	0	0	47	3	1	0	0	0	1	0	0	0	0	0	0	32
TRPM4	0	8	9	13	359	178	6	0	0	27	370	0	2	0	3	0	1	369
ZRANB3	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	10
ZRANB2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
ATPSCKMT	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
SNAP91	33	0	0	0	12	6	0	0	0	0	2	0	0	0	0	0	0	27
DERA	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
PM20D1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
PM20D2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RAET1E	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	2
CABYR	0	0	0	0	14	0	0	0	0	0	3	0	0	0	0	0	0	17
RAET1G	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
RNPS1	17	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	15
MAGED2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C2CD2L	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	5
SLC44A5	0	0	0	0	3	0	1	0	0	0	2	0	0	0	0	0	0	5
ROBO2	0	1	2	0	21	23	0	0	0	0	87	0	0	0	0	0	0	63
ROBO3	93	0	2	0	8	17	0	0	0	7	9	0	0	0	0	8	0	59
DET1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
SLC44A3	12	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	12
ROBO4	0	0	0	0	5	2	0	0	0	0	7	0	0	0	0	0	0	10
SLC44A4	0	0	1	0	10	5	0	0	0	0	7	0	1	0	0	0	0	11
SLC44A2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
HEPACAM2	0	0	0	0	3	1	1	0	0	0	3	0	0	0	0	0	0	7
SRA1	46	0	0	1	20	9	0	0	0	3	1	0	1	0	0	0	0	36
MAGT1	0	0	0	0	0	4	2	0	0	1	13	0	0	0	0	0	0	10
ROBO1	0	0	1	0	5	2	0	0	0	0	0	0	1	0	0	0	0	3
CLDN22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10
SLC22A12	0	1	0	1	33	20	0	0	0	2	36	0	0	0	0	0	1	44
GABRR1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	3
CLDN20	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
XPO1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
XPO4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC22A17	17	0	0	0	3	2	0	0	0	0	8	0	0	0	0	0	0	19
SLC22A18	1	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	10
CHMP1A	73	0	0	6	5	34	0	0	0	1	4	0	0	0	0	12	0	60
PRX	0	0	18	29	8	282	1	0	0	42	0	0	6	0	13	1033	0	650
HRAS	0	2	5	15	19	179	2	0	0	13	227	0	1	0	8	104	4	252
SLC22A10	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
SLC22A11	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
PSD	18	0	0	0	6	6	0	0	0	0	10	0	0	0	0	0	0	28
CBR1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	12
ZER1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
BHMT2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
TUBB	37	0	0	1	38	4	0	0	0	3	6	0	0	0	0	5	0	51
PPRC1	0	0	0	0	13	0	0	0	0	0	10	0	0	0	0	0	0	23
ITFG2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
TOPORS	7	2	0	0	58	18	1	0	0	1	8	0	0	0	0	0	2	32
ITFG1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
SLC22A23	27	0	0	0	5	3	0	0	0	0	2	0	0	0	0	1	0	24
UGDH	0	0	0	2	11	1	0	0	0	0	3	0	0	0	0	0	0	11
CLDN10	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	4
HNRNPH1	0	0	0	1	14	1	0	0	0	2	8	0	0	0	0	0	0	17
CLDN14	0	0	0	0	18	0	0	0	0	0	18	0	0	0	0	0	0	0
CLDN19	0	0	0	1	15	12	0	0	0	1	0	0	0	0	0	14	0	18
CLDN18	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
HNRNPH2	0	0	1	1	0	5	0	0	0	2	0	0	0	0	0	27	0	18
CLDN16	0	0	0	0	10	1	3	0	0	1	8	0	0	0	0	0	0	3
RGS7BP	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HNRNPH3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
MPND	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3
C1QB	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
CSTB	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ADH1C	20	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	15
ADH1B	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
PTH	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
ADH1A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PTGER3	7	0	0	0	3	1	0	0	0	1	0	0	0	0	0	3	0	8
DCST1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
PTS	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
NT5C	15	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	15
AMN1	5	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	5
NT5E	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	5
LMNA	0	17	3	8	211	60	6	0	0	11	27	0	5	0	4	25	9	136
METTL4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
METTL6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	4
METTL8	41	2	0	2	28	7	1	0	0	1	18	0	0	0	0	4	0	22
METTL9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
SLC22A31	0	0	0	0	4	6	0	0	0	0	8	0	0	1	0	4	0	16
CBR3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
LMLN	15	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	13
MPP1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2
MPP2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
MPP3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
SLC31A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
PTGES2	0	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	9
PTGES3	1	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	1
LHFPL5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
XPO7	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
MPP7	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
KBTBD3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
KBTBD4	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6
NBR1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	4
C1QC	0	0	0	1	28	18	0	0	0	2	11	0	0	0	1	0	0	17
RIPOR3	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
RIPOR2	0	0	0	0	17	4	0	0	0	1	0	0	0	0	0	5	0	7
FCGBP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
GUCY1B1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1
KDM1A	0	0	1	0	8	4	0	0	0	0	0	0	1	0	0	2	0	6
CWC25	21	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20
CWC27	0	0	0	1	18	8	0	0	0	3	0	0	0	0	0	14	0	20
PVR	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AMOT	0	0	0	0	4	1	1	0	0	0	4	0	0	0	0	0	0	8
CWC22	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	0	15
NARS2	0	3	1	3	31	21	1	0	0	2	69	0	0	0	1	0	2	59
C1RL	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11	0	16
SACS	0	0	0	10	12	56	2	0	0	8	87	0	0	1	2	0	0	28
NRCAM	57	0	0	2	11	5	0	0	0	2	11	0	0	0	0	6	0	48
HADH	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	2
CHRNB2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
LMO1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CHRNB1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
GUCY1A1	0	0	0	0	13	13	0	0	0	2	13	0	0	0	0	2	0	11
PHYH	0	1	1	5	86	26	5	0	0	6	40	0	0	0	2	0	3	73
GAS2L3	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	2
CHRNB4	0	0	0	0	16	7	0	0	0	0	0	0	0	0	0	1	0	16
CHRNB3	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	3
KDM2A	13	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	11
KDM2B	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LMO3	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
WNT5A	0	0	0	0	0	0	1	0	0	1	4	0	0	0	0	0	0	4
LMO2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
LMO7	0	0	0	0	14	4	0	0	0	0	2	0	0	0	0	1	0	13
TUFM	4	0	0	0	9	4	1	0	0	0	0	0	0	0	0	0	0	4
FAM161A	554	0	4	44	47	216	1	1	0	52	1	0	0	0	0	36	1	246
AMPH	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
XPR1	99	0	0	1	9	39	0	0	0	1	1	0	0	0	0	1	0	65
CHRNA1	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	3
IDI1	9	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	9
RASL12	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
PXK	14	0	0	0	1	3	0	0	0	0	2	0	0	0	0	3	0	13
CHRNA3	62	0	2	3	9	21	1	0	0	6	0	0	0	0	2	2	0	27
CHRNA2	0	2	1	3	46	45	1	0	0	5	148	0	0	0	0	0	2	125
CHRNA5	0	0	0	0	16	4	0	0	0	0	0	0	0	0	0	0	0	12
CHRNA4	758	3	4	10	55	253	2	0	0	16	174	0	0	0	8	11	1	441
CABP4	265	0	0	9	85	51	0	0	0	7	107	0	0	0	1	86	2	120
CHRNA7	35	0	0	1	1	14	1	0	0	0	1	0	0	0	0	0	0	20
PXN	3	0	0	0	3	2	0	0	0	0	9	0	0	0	0	3	0	13
CABP2	0	0	0	1	0	11	1	0	0	0	0	0	0	0	0	0	0	12
FAM83E	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
HRH2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
NLRP7	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1
NLRP4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HRH4	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	0	11
NLRP2	118	2	0	2	4	20	0	0	0	3	0	0	0	0	1	0	0	90
NLRP3	0	0	0	0	83	26	0	0	0	0	20	8	0	0	0	0	0	45
CLSPN	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
NLRP1	0	0	0	2	73	26	0	0	0	0	0	0	1	0	1	0	1	49
FAM83A	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
BPTF	0	1	1	2	25	1	0	0	0	1	0	0	0	0	0	0	0	21
CYP2J2	14	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	11
MPST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5
KLHDC3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CBX7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KLHDC4	54	0	0	0	8	0	0	0	0	0	19	0	0	0	0	0	0	54
IDH2	19	0	0	0	24	17	0	0	0	0	27	0	0	0	0	0	0	24
PYY	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1
AMACR	201	0	1	5	42	57	1	0	0	5	0	0	1	1	0	131	0	147
TRPV4	3	1	1	1	126	34	0	0	0	3	3	0	0	0	0	0	2	88
CHMP2B	0	0	1	2	8	3	2	0	0	0	4	0	1	0	0	0	0	8
CAPRIN2	28	0	0	0	16	5	1	0	0	1	9	0	0	0	0	2	0	26
CASS4	0	0	0	0	21	1	0	0	0	0	0	0	0	0	0	0	0	20
BMPR1B	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LRP10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
SAE1	7	0	0	1	1	2	0	0	0	0	0	0	0	0	0	2	0	6
LRP12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KLHDC9	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	12
LRP11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
BMPR1A	100	3	3	4	37	81	6	0	0	1	7	0	4	0	2	0	7	22
MUS81	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
KDM5A	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
KDM5B	0	1	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	2
KDM5C	430	2	5	41	86	124	1	0	0	33	1	0	1	0	1	17	1	270
WNT2B	0	0	0	2	20	5	0	0	0	0	10	0	0	0	1	1	0	23
CBY2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
YBX1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YBX3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
NR2E3	0	1	1	0	4	0	3	0	0	0	0	0	0	1	0	4	0	3
CASP9	26	0	0	0	8	2	0	0	0	0	1	0	0	0	0	0	0	24
SNAPC5	7	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	7
SPRED3	17	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	18
FAM166A	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3
FLCN	0	3	2	4	31	6	5	1	0	5	0	2	2	1	1	3	3	19
CASP7	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	3	0	8
SPRED1	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	2
CASP8	209	1	1	6	152	64	3	0	0	7	76	0	2	0	1	36	0	124
OBP2A	12	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	12
CASP5	14	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	15
CASP6	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5
OBP2B	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SNAPC2	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
CASP3	0	0	1	0	2	2	0	0	0	0	1	0	0	1	0	3	0	4
TRPS1	0	1	0	0	5	1	1	0	0	0	2	0	0	0	0	0	0	2
SNAPC3	20	0	0	0	10	0	0	0	0	0	0	0	0	0	0	2	0	20
CYP2R1	33	0	1	4	30	15	0	0	0	1	11	0	0	0	0	0	0	31
CASP4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	5
VWC2L	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	6
CASP1	0	0	0	0	16	4	0	0	0	0	0	0	0	0	0	0	0	12
CASP2	0	0	0	1	1	7	0	0	0	2	1	0	0	0	0	14	0	8
CIMIP4	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	4
KDM6A	451	4	6	43	44	95	1	0	0	42	94	0	5	0	8	1	1	280
SRGN	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KDM6B	0	0	0	0	6	1	0	0	0	1	0	0	0	0	0	0	0	4
OR52I2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
SPATS2	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
TRPT1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
SAFB	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	3
POMGNT1	0	2	0	7	8	31	2	0	0	8	116	0	0	0	0	0	3	70
CASQ2	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1
AMTN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CASQ1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
HAGH	0	0	0	0	1	4	0	0	0	0	2	0	0	0	0	1	0	8
RBMS3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
VAC14	6	0	0	0	16	31	0	0	0	0	38	0	0	0	0	0	0	25
FAM169A	16	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	16
THBS2	54	0	0	0	3	10	0	0	0	0	0	0	0	0	0	0	0	44
THBS4	2	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	8
THBS3	28	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	30
TBRG4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
TBRG1	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	14
GNA15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
UGP2	0	0	0	0	4	1	1	0	0	0	5	0	0	0	0	0	0	4
FAM168A	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MCRIP2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MCRIP1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
GNA12	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	8	0	7
TOGARAM2	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	4
TOGARAM1	23	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	18
CYYR1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ZNF286A	19	0	0	0	3	0	1	0	0	0	3	0	0	0	0	0	0	19
TCF7L2	0	2	0	0	5	3	0	0	0	0	0	0	0	0	0	24	0	26
KDM4B	0	0	0	1	0	0	1	0	0	1	0	0	2	0	2	0	0	1
KDM4C	43	0	0	0	7	6	0	0	0	0	13	0	0	0	0	1	0	41
CDK2AP2	7	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	4
CDK2AP1	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
ALDH16A1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
LPIN1	376	0	1	12	10	101	0	0	0	14	5	0	0	0	1	57	1	185
LPIN2	0	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0	0
LPIN3	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
RAMAC	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
OSGEPL1	17	0	0	0	7	1	0	0	0	1	7	0	0	0	0	0	0	15
UXS1	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	14
EHMT2	2	0	0	0	8	4	0	0	1	0	5	0	0	0	0	0	0	10
ZNF292	0	0	0	1	0	0	1	0	0	0	14	0	0	0	0	0	0	13
TMEM94	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EHMT1	4	2	0	0	58	16	4	0	0	3	16	0	0	1	0	6	3	48
TMEM95	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SPRING1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CLDN2	0	0	0	0	11	2	0	0	0	0	0	0	0	0	0	0	0	9
CLDN1	0	0	0	3	20	3	0	0	0	0	1	0	0	0	0	2	0	11
RABGEF1	13	0	0	0	4	2	0	0	0	0	4	0	0	0	0	3	0	12
PSMD9	8	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	10
PSMD6	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
AS3MT	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
PPP4R1	33	0	0	0	2	1	0	0	0	0	3	0	0	0	0	0	0	33
PPP4R2	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	4
PSMD5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TMEM88	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8
PSMD2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
PPP4R4	22	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	22
PSMD1	15	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	13
TMEM8B	0	0	0	0	11	2	0	0	0	0	0	0	0	0	0	0	0	13
CHID1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MEF2A	0	0	0	1	14	2	0	0	0	0	0	0	0	0	0	0	0	11
ZNF287	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1
WDHD1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MEF2C	44	4	0	9	51	41	3	0	0	4	27	0	0	1	1	35	2	46
RBFOX1	0	2	0	6	61	41	0	0	0	0	0	0	0	0	0	10	0	56
ZNF285	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	5
RBFOX2	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	1
RBFOX3	0	0	0	0	11	4	0	0	0	0	0	0	0	0	0	0	0	7
ZNF283	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	6
ZNF282	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
ZNF281	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
SETMAR	0	0	0	1	14	3	0	0	0	0	6	0	0	0	0	0	0	19
DICER1	1165	17	11	45	270	440	2	0	0	80	265	0	15	3	7	106	16	876
LRRC37B	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
LRRC37A	0	0	0	0	38	1	0	0	0	0	0	0	0	0	0	2	0	37
RUFY1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
FAM133B	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
EID1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
CLDN5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
DDX39A	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8
NUP210L	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8
DDX39B	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7
RUFY4	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
